Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Total
      1.58520000,     23.99472596,      0.23975446,      0.23994726,     -0.00019280,      5.75746874,      5.75410695,
      1.58540000,     23.99468755,      0.23975551,      0.23994688,     -0.00019136,      5.75745031,      5.75413235,
      1.58560000,     23.99464942,      0.23975658,      0.23994649,     -0.00018991,      5.75743201,      5.75415795,
      1.58580000,     23.99461159,      0.23975765,      0.23994612,     -0.00018846,      5.75741385,      5.75418372,
      1.58600000,     23.99457404,      0.23975874,      0.23994574,     -0.00018700,      5.75739583,      5.75420967,
      1.58620000,     23.99453679,      0.23975983,      0.23994537,     -0.00018554,      5.75737796,      5.75423581,
      1.58640000,     23.99449983,      0.23976092,      0.23994500,     -0.00018408,      5.75736022,      5.75426212,
      1.58660000,     23.99446316,      0.23976203,      0.23994463,     -0.00018261,      5.75734262,      5.75428861,
      1.58680000,     23.99442679,      0.23976314,      0.23994427,     -0.00018113,      5.75732517,      5.75431527,
      1.58700000,     23.99439071,      0.23976425,      0.23994391,     -0.00017965,      5.75730785,      5.75434211,
      1.58720000,     23.99435493,      0.23976538,      0.23994355,     -0.00017817,      5.75729068,      5.75436912,
      1.58740000,     23.99431944,      0.23976651,      0.23994319,     -0.00017668,      5.75727365,      5.75439631,
      1.58760000,     23.99428425,      0.23976765,      0.23994284,     -0.00017519,      5.75725677,      5.75442366,
      1.58780000,     23.99424936,      0.23976880,      0.23994249,     -0.00017369,      5.75724003,      5.75445118,
      1.58800000,     23.99421478,      0.23976995,      0.23994215,     -0.00017220,      5.75722343,      5.75447886,
      1.58820000,     23.99418049,      0.23977111,      0.23994180,     -0.00017069,      5.75720697,      5.75450672,
      1.58840000,     23.99414650,      0.23977228,      0.23994146,     -0.00016918,      5.75719066,      5.75453473,
      1.58860000,     23.99411281,      0.23977345,      0.23994113,     -0.00016767,      5.75717450,      5.75456291,
      1.58880000,     23.99407943,      0.23977464,      0.23994079,     -0.00016616,      5.75715848,      5.75459125,
      1.58900000,     23.99404635,      0.23977582,      0.23994046,     -0.00016464,      5.75714260,      5.75461975,
      1.58920000,     23.99401357,      0.23977702,      0.23994014,     -0.00016312,      5.75712687,      5.75464841,
      1.58940000,     23.99398110,      0.23977822,      0.23993981,     -0.00016159,      5.75711129,      5.75467722,
      1.58960000,     23.99394893,      0.23977942,      0.23993949,     -0.00016006,      5.75709585,      5.75470619,
      1.58980000,     23.99391707,      0.23978064,      0.23993917,     -0.00015853,      5.75708056,      5.75473531,
      1.59000000,     23.99388552,      0.23978186,      0.23993886,     -0.00015700,      5.75706542,      5.75476459,
      1.59020000,     23.99385427,      0.23978308,      0.23993854,     -0.00015546,      5.75705043,      5.75479401,
      1.59040000,     23.99382333,      0.23978432,      0.23993823,     -0.00015392,      5.75703558,      5.75482359,
      1.59060000,     23.99379270,      0.23978555,      0.23993793,     -0.00015237,      5.75702088,      5.75485331,
      1.59080000,     23.99376238,      0.23978680,      0.23993762,     -0.00015082,      5.75700633,      5.75488318,
      1.59100000,     23.99373237,      0.23978805,      0.23993732,     -0.00014927,      5.75699193,      5.75491319,
      1.59120000,     23.99370267,      0.23978931,      0.23993703,     -0.00014772,      5.75697768,      5.75494335,
      1.59140000,     23.99367328,      0.23979057,      0.23993673,     -0.00014616,      5.75696358,      5.75497365,
      1.59160000,     23.99364420,      0.23979184,      0.23993644,     -0.00014461,      5.75694962,      5.75500409,
      1.59180000,     23.99361544,      0.23979311,      0.23993615,     -0.00014304,      5.75693582,      5.75503466,
      1.59200000,     23.99358698,      0.23979439,      0.23993587,     -0.00014148,      5.75692216,      5.75506538,
      1.59220000,     23.99355885,      0.23979568,      0.23993559,     -0.00013991,      5.75690866,      5.75509623,
      1.59240000,     23.99353102,      0.23979697,      0.23993531,     -0.00013834,      5.75689531,      5.75512721,
      1.59260000,     23.99350351,      0.23979826,      0.23993504,     -0.00013677,      5.75688211,      5.75515833,
      1.59280000,     23.99347631,      0.23979957,      0.23993476,     -0.00013520,      5.75686905,      5.75518958,
      1.59300000,     23.99344943,      0.23980087,      0.23993449,     -0.00013362,      5.75685615,      5.75522096,
      1.59320000,     23.99342286,      0.23980219,      0.23993423,     -0.00013204,      5.75684341,      5.75525246,
      1.59340000,     23.99339661,      0.23980350,      0.23993397,     -0.00013046,      5.75683081,      5.75528409,
      1.59360000,     23.99337068,      0.23980483,      0.23993371,     -0.00012888,      5.75681836,      5.75531585,
      1.59380000,     23.99334506,      0.23980616,      0.23993345,     -0.00012729,      5.75680607,      5.75534773,
      1.59400000,     23.99331976,      0.23980749,      0.23993320,     -0.00012571,      5.75679393,      5.75537974,
      1.59420000,     23.99329478,      0.23980883,      0.23993295,     -0.00012412,      5.75678194,      5.75541186,
      1.59440000,     23.99327011,      0.23981017,      0.23993270,     -0.00012253,      5.75677011,      5.75544411,
      1.59460000,     23.99324576,      0.23981152,      0.23993246,     -0.00012094,      5.75675842,      5.75547647,
      1.59480000,     23.99322174,      0.23981287,      0.23993222,     -0.00011934,      5.75674689,      5.75550895,
      1.59500000,     23.99319803,      0.23981423,      0.23993198,     -0.00011775,      5.75673552,      5.75554154,
      1.59520000,     23.99317464,      0.23981559,      0.23993175,     -0.00011615,      5.75672429,      5.75557424,
      1.59540000,     23.99315157,      0.23981696,      0.23993152,     -0.00011455,      5.75671322,      5.75560706,
      1.59560000,     23.99312882,      0.23981833,      0.23993129,     -0.00011296,      5.75670230,      5.75563999,
      1.59580000,     23.99310639,      0.23981971,      0.23993106,     -0.00011135,      5.75669154,      5.75567302,
      1.59600000,     23.99308428,      0.23982109,      0.23993084,     -0.00010975,      5.75668093,      5.75570616,
      1.59620000,     23.99306249,      0.23982248,      0.23993062,     -0.00010815,      5.75667048,      5.75573941,
      1.59640000,     23.99304102,      0.23982387,      0.23993041,     -0.00010655,      5.75666017,      5.75577276,
      1.59660000,     23.99301987,      0.23982526,      0.23993020,     -0.00010494,      5.75665003,      5.75580621,
      1.59680000,     23.99299905,      0.23982666,      0.23992999,     -0.00010333,      5.75664003,      5.75583977,
      1.59700000,     23.99297854,      0.23982806,      0.23992979,     -0.00010173,      5.75663019,      5.75587342,
      1.59720000,     23.99295836,      0.23982947,      0.23992958,     -0.00010012,      5.75662051,      5.75590717,
      1.59740000,     23.99293850,      0.23983088,      0.23992938,     -0.00009851,      5.75661098,      5.75594102,
      1.59760000,     23.99291896,      0.23983229,      0.23992919,     -0.00009690,      5.75660160,      5.75597496,
      1.59780000,     23.99289974,      0.23983371,      0.23992900,     -0.00009529,      5.75659238,      5.75600900,
      1.59800000,     23.99288084,      0.23983513,      0.23992881,     -0.00009368,      5.75658331,      5.75604312,
      1.59820000,     23.99286227,      0.23983656,      0.23992862,     -0.00009207,      5.75657440,      5.75607734,
      1.59840000,     23.99284402,      0.23983799,      0.23992844,     -0.00009046,      5.75656564,      5.75611164,
      1.59860000,     23.99282609,      0.23983942,      0.23992826,     -0.00008884,      5.75655704,      5.75614604,
      1.59880000,     23.99280848,      0.23984085,      0.23992808,     -0.00008723,      5.75654859,      5.75618051,
      1.59900000,     23.99279120,      0.23984229,      0.23992791,     -0.00008562,      5.75654029,      5.75621507,
      1.59920000,     23.99277424,      0.23984374,      0.23992774,     -0.00008400,      5.75653216,      5.75624972,
      1.59940000,     23.99275760,      0.23984519,      0.23992758,     -0.00008239,      5.75652417,      5.75628444,
      1.59960000,     23.99274128,      0.23984664,      0.23992741,     -0.00008078,      5.75651634,      5.75631924,
      1.59980000,     23.99272529,      0.23984809,      0.23992725,     -0.00007916,      5.75650867,      5.75635412,
      1.60000000,     23.99270962,      0.23984955,      0.23992710,     -0.00007755,      5.75650115,      5.75638908,
      1.60020000,     23.99269427,      0.23985100,      0.23992694,     -0.00007594,      5.75649378,      5.75642411,
      1.60040000,     23.99267924,      0.23985247,      0.23992679,     -0.00007433,      5.75648657,      5.75645922,
      1.60060000,     23.99266454,      0.23985393,      0.23992665,     -0.00007271,      5.75647952,      5.75649439,
      1.60080000,     23.99265016,      0.23985540,      0.23992650,     -0.00007110,      5.75647261,      5.75652964,
      1.60100000,     23.99263610,      0.23985687,      0.23992636,     -0.00006949,      5.75646587,      5.75656495,
      1.60120000,     23.99262236,      0.23985835,      0.23992622,     -0.00006788,      5.75645928,      5.75660033,
      1.60140000,     23.99260895,      0.23985982,      0.23992609,     -0.00006627,      5.75645284,      5.75663578,
      1.60160000,     23.99259585,      0.23986130,      0.23992596,     -0.00006465,      5.75644656,      5.75667129,
      1.60180000,     23.99258308,      0.23986279,      0.23992583,     -0.00006305,      5.75644043,      5.75670686,
      1.60200000,     23.99257064,      0.23986427,      0.23992571,     -0.00006144,      5.75643446,      5.75674249,
      1.60220000,     23.99255851,      0.23986576,      0.23992559,     -0.00005983,      5.75642864,      5.75677818,
      1.60240000,     23.99254670,      0.23986725,      0.23992547,     -0.00005822,      5.75642297,      5.75681393,
      1.60260000,     23.99253522,      0.23986874,      0.23992535,     -0.00005661,      5.75641746,      5.75684974,
      1.60280000,     23.99252406,      0.23987023,      0.23992524,     -0.00005501,      5.75641211,      5.75688559,
      1.60300000,     23.99251322,      0.23987173,      0.23992513,     -0.00005340,      5.75640690,      5.75692151,
      1.60320000,     23.99250270,      0.23987323,      0.23992503,     -0.00005180,      5.75640186,      5.75695747,
      1.60340000,     23.99249250,      0.23987473,      0.23992492,     -0.00005020,      5.75639696,      5.75699348,
      1.60360000,     23.99248262,      0.23987623,      0.23992483,     -0.00004860,      5.75639222,      5.75702954,
      1.60380000,     23.99247306,      0.23987774,      0.23992473,     -0.00004700,      5.75638763,      5.75706565,
      1.60400000,     23.99246382,      0.23987924,      0.23992464,     -0.00004540,      5.75638320,      5.75710180,
      1.60420000,     23.99245490,      0.23988075,      0.23992455,     -0.00004380,      5.75637892,      5.75713800,
      1.60440000,     23.99244630,      0.23988226,      0.23992446,     -0.00004220,      5.75637479,      5.75717423,
      1.60460000,     23.99243802,      0.23988377,      0.23992438,     -0.00004061,      5.75637082,      5.75721051,
      1.60480000,     23.99243005,      0.23988528,      0.23992430,     -0.00003902,      5.75636700,      5.75724683,
      1.60500000,     23.99242241,      0.23988680,      0.23992422,     -0.00003742,      5.75636333,      5.75728318,
      1.60520000,     23.99241508,      0.23988832,      0.23992415,     -0.00003584,      5.75635982,      5.75731957,
      1.60540000,     23.99240807,      0.23988983,      0.23992408,     -0.00003425,      5.75635645,      5.75735600,
      1.60560000,     23.99240138,      0.23989135,      0.23992401,     -0.00003266,      5.75635324,      5.75739245,
      1.60580000,     23.99239501,      0.23989287,      0.23992395,     -0.00003108,      5.75635018,      5.75742894,
      1.60600000,     23.99238895,      0.23989439,      0.23992389,     -0.00002950,      5.75634728,      5.75746546,
      1.60620000,     23.99238321,      0.23989592,      0.23992383,     -0.00002792,      5.75634452,      5.75750201,
      1.60640000,     23.99237779,      0.23989744,      0.23992378,     -0.00002634,      5.75634192,      5.75753858,
      1.60660000,     23.99237268,      0.23989897,      0.23992373,     -0.00002476,      5.75633947,      5.75757518,
      1.60680000,     23.99236788,      0.23990049,      0.23992368,     -0.00002319,      5.75633717,      5.75761180,
      1.60700000,     23.99236340,      0.23990202,      0.23992363,     -0.00002162,      5.75633502,      5.75764845,
      1.60720000,     23.99235923,      0.23990355,      0.23992359,     -0.00002005,      5.75633302,      5.75768511,
      1.60740000,     23.99235538,      0.23990507,      0.23992355,     -0.00001848,      5.75633117,      5.75772179,
      1.60760000,     23.99235184,      0.23990660,      0.23992352,     -0.00001691,      5.75632947,      5.75775850,
      1.60780000,     23.99234862,      0.23990813,      0.23992349,     -0.00001535,      5.75632792,      5.75779522,
      1.60800000,     23.99234570,      0.23990966,      0.23992346,     -0.00001379,      5.75632652,      5.75783195,
      1.60820000,     23.99234310,      0.23991120,      0.23992343,     -0.00001224,      5.75632527,      5.75786869,
      1.60840000,     23.99234081,      0.23991273,      0.23992341,     -0.00001068,      5.75632417,      5.75790545,
      1.60860000,     23.99233883,      0.23991426,      0.23992339,     -0.00000913,      5.75632322,      5.75794222,
      1.60880000,     23.99233716,      0.23991579,      0.23992337,     -0.00000758,      5.75632242,      5.75797900,
      1.60900000,     23.99233580,      0.23991732,      0.23992336,     -0.00000603,      5.75632177,      5.75801578,
      1.60920000,     23.99233474,      0.23991886,      0.23992335,     -0.00000449,      5.75632127,      5.75805257,
      1.60940000,     23.99233400,      0.23992039,      0.23992334,     -0.00000295,      5.75632091,      5.75808937,
      1.60960000,     23.99233357,      0.23992192,      0.23992334,     -0.00000141,      5.75632070,      5.75812616,
      1.60980000,     23.99233344,      0.23992346,      0.23992333,      0.00000012,      5.75632064,      5.75816296,
      1.61000000,     23.99233362,      0.23992499,      0.23992334,      0.00000165,      5.75632072,      5.75819976,
      1.61020000,     23.99233410,      0.23992652,      0.23992334,      0.00000318,      5.75632096,      5.75823656,
      1.61040000,     23.99233489,      0.23992806,      0.23992335,      0.00000471,      5.75632133,      5.75827335,
      1.61060000,     23.99233598,      0.23992959,      0.23992336,      0.00000623,      5.75632186,      5.75831014,
      1.61080000,     23.99233738,      0.23993112,      0.23992337,      0.00000775,      5.75632253,      5.75834693,
      1.61100000,     23.99233908,      0.23993265,      0.23992339,      0.00000926,      5.75632335,      5.75838370,
      1.61120000,     23.99234109,      0.23993419,      0.23992341,      0.00001078,      5.75632431,      5.75842047,
      1.61140000,     23.99234339,      0.23993572,      0.23992343,      0.00001228,      5.75632542,      5.75845723,
      1.61160000,     23.99234600,      0.23993725,      0.23992346,      0.00001379,      5.75632667,      5.75849397,
      1.61180000,     23.99234891,      0.23993878,      0.23992349,      0.00001529,      5.75632806,      5.75853070,
      1.61200000,     23.99235212,      0.23994031,      0.23992352,      0.00001679,      5.75632960,      5.75856742,
      1.61220000,     23.99235563,      0.23994184,      0.23992356,      0.00001828,      5.75633128,      5.75860412,
      1.61240000,     23.99235943,      0.23994337,      0.23992359,      0.00001977,      5.75633311,      5.75864081,
      1.61260000,     23.99236353,      0.23994489,      0.23992364,      0.00002126,      5.75633508,      5.75867747,
      1.61280000,     23.99236794,      0.23994642,      0.23992368,      0.00002274,      5.75633719,      5.75871412,
      1.61300000,     23.99237263,      0.23994795,      0.23992373,      0.00002422,      5.75633945,      5.75875074,
      1.61320000,     23.99237762,      0.23994947,      0.23992378,      0.00002570,      5.75634184,      5.75878734,
      1.61340000,     23.99238291,      0.23995100,      0.23992383,      0.00002717,      5.75634438,      5.75882392,
      1.61360000,     23.99238849,      0.23995252,      0.23992388,      0.00002863,      5.75634706,      5.75886047,
      1.61380000,     23.99239437,      0.23995404,      0.23992394,      0.00003010,      5.75634987,      5.75889699,
      1.61400000,     23.99240053,      0.23995556,      0.23992401,      0.00003156,      5.75635283,      5.75893348,
      1.61420000,     23.99240699,      0.23995708,      0.23992407,      0.00003301,      5.75635593,      5.75896995,
      1.61440000,     23.99241374,      0.23995860,      0.23992414,      0.00003446,      5.75635917,      5.75900638,
      1.61460000,     23.99242077,      0.23996012,      0.23992421,      0.00003591,      5.75636255,      5.75904278,
      1.61480000,     23.99242810,      0.23996163,      0.23992428,      0.00003735,      5.75636606,      5.75907914,
      1.61500000,     23.99243571,      0.23996314,      0.23992436,      0.00003879,      5.75636971,      5.75911547,
      1.61520000,     23.99244361,      0.23996466,      0.23992444,      0.00004022,      5.75637351,      5.75915176,
      1.61540000,     23.99245180,      0.23996617,      0.23992452,      0.00004165,      5.75637743,      5.75918801,
      1.61560000,     23.99246027,      0.23996768,      0.23992460,      0.00004307,      5.75638150,      5.75922422,
      1.61580000,     23.99246903,      0.23996918,      0.23992469,      0.00004449,      5.75638570,      5.75926039,
      1.61600000,     23.99247807,      0.23997069,      0.23992478,      0.00004591,      5.75639004,      5.75929652,
      1.61620000,     23.99248739,      0.23997219,      0.23992487,      0.00004732,      5.75639451,      5.75933260,
      1.61640000,     23.99249700,      0.23997369,      0.23992497,      0.00004872,      5.75639912,      5.75936864,
      1.61660000,     23.99250688,      0.23997519,      0.23992507,      0.00005012,      5.75640387,      5.75940463,
      1.61680000,     23.99251705,      0.23997669,      0.23992517,      0.00005152,      5.75640874,      5.75944058,
      1.61700000,     23.99252749,      0.23997819,      0.23992527,      0.00005291,      5.75641375,      5.75947647,
      1.61720000,     23.99253821,      0.23997968,      0.23992538,      0.00005430,      5.75641890,      5.75951231,
      1.61740000,     23.99254921,      0.23998117,      0.23992549,      0.00005568,      5.75642417,      5.75954810,
      1.61760000,     23.99256048,      0.23998266,      0.23992560,      0.00005706,      5.75642958,      5.75958384,
      1.61780000,     23.99257203,      0.23998415,      0.23992572,      0.00005843,      5.75643513,      5.75961952,
      1.61800000,     23.99258385,      0.23998563,      0.23992584,      0.00005979,      5.75644080,      5.75965515,
      1.61820000,     23.99259594,      0.23998711,      0.23992596,      0.00006115,      5.75644660,      5.75969071,
      1.61840000,     23.99260831,      0.23998859,      0.23992608,      0.00006251,      5.75645254,      5.75972622,
      1.61860000,     23.99262095,      0.23999007,      0.23992621,      0.00006386,      5.75645860,      5.75976167,
      1.61880000,     23.99263385,      0.23999154,      0.23992634,      0.00006521,      5.75646479,      5.75979706,
      1.61900000,     23.99264703,      0.23999302,      0.23992647,      0.00006655,      5.75647111,      5.75983239,
      1.61920000,     23.99266047,      0.23999449,      0.23992660,      0.00006788,      5.75647756,      5.75986765,
      1.61940000,     23.99267418,      0.23999595,      0.23992674,      0.00006921,      5.75648414,      5.75990284,
      1.61960000,     23.99268815,      0.23999742,      0.23992688,      0.00007053,      5.75649085,      5.75993797,
      1.61980000,     23.99270239,      0.23999888,      0.23992702,      0.00007185,      5.75649768,      5.75997304,
      1.62000000,     23.99271689,      0.24000033,      0.23992717,      0.00007317,      5.75650464,      5.76000803,
      1.62020000,     23.99273166,      0.24000179,      0.23992732,      0.00007447,      5.75651172,      5.76004295,
      1.62040000,     23.99274668,      0.24000324,      0.23992747,      0.00007577,      5.75651893,      5.76007780,
      1.62060000,     23.99276197,      0.24000469,      0.23992762,      0.00007707,      5.75652627,      5.76011258,
      1.62080000,     23.99277751,      0.24000614,      0.23992778,      0.00007836,      5.75653373,      5.76014729,
      1.62100000,     23.99279331,      0.24000758,      0.23992793,      0.00007965,      5.75654131,      5.76018192,
      1.62120000,     23.99280937,      0.24000902,      0.23992809,      0.00008093,      5.75654901,      5.76021647,
      1.62140000,     23.99282568,      0.24001046,      0.23992826,      0.00008220,      5.75655684,      5.76025094,
      1.62160000,     23.99284225,      0.24001189,      0.23992842,      0.00008347,      5.75656479,      5.76028534,
      1.62180000,     23.99285907,      0.24001332,      0.23992859,      0.00008473,      5.75657286,      5.76031966,
      1.62200000,     23.99287614,      0.24001475,      0.23992876,      0.00008598,      5.75658105,      5.76035389,
      1.62220000,     23.99289346,      0.24001617,      0.23992893,      0.00008723,      5.75658937,      5.76038804,
      1.62240000,     23.99291103,      0.24001759,      0.23992911,      0.00008848,      5.75659780,      5.76042211,
      1.62260000,     23.99292885,      0.24001900,      0.23992929,      0.00008972,      5.75660635,      5.76045610,
      1.62280000,     23.99294692,      0.24002042,      0.23992947,      0.00009095,      5.75661502,      5.76048999,
      1.62300000,     23.99296523,      0.24002183,      0.23992965,      0.00009217,      5.75662381,      5.76052380,
      1.62320000,     23.99298379,      0.24002323,      0.23992984,      0.00009339,      5.75663271,      5.76055753,
      1.62340000,     23.99300259,      0.24002463,      0.23993003,      0.00009461,      5.75664173,      5.76059116,
      1.62360000,     23.99302163,      0.24002603,      0.23993022,      0.00009581,      5.75665087,      5.76062470,
      1.62380000,     23.99304092,      0.24002742,      0.23993041,      0.00009701,      5.75666012,      5.76065815,
      1.62400000,     23.99306044,      0.24002881,      0.23993060,      0.00009821,      5.75666949,      5.76069151,
      1.62420000,     23.99308020,      0.24003020,      0.23993080,      0.00009940,      5.75667897,      5.76072477,
      1.62440000,     23.99310020,      0.24003158,      0.23993100,      0.00010058,      5.75668857,      5.76075794,
      1.62460000,     23.99312043,      0.24003296,      0.23993120,      0.00010175,      5.75669828,      5.76079101,
      1.62480000,     23.99314090,      0.24003433,      0.23993141,      0.00010292,      5.75670810,      5.76082398,
      1.62500000,     23.99316160,      0.24003570,      0.23993162,      0.00010409,      5.75671804,      5.76085686,
      1.62520000,     23.99318253,      0.24003707,      0.23993183,      0.00010524,      5.75672808,      5.76088963,
      1.62540000,     23.99320370,      0.24003843,      0.23993204,      0.00010639,      5.75673824,      5.76092231,
      1.62560000,     23.99322509,      0.24003979,      0.23993225,      0.00010754,      5.75674850,      5.76095488,
      1.62580000,     23.99324671,      0.24004114,      0.23993247,      0.00010867,      5.75675888,      5.76098735,
      1.62600000,     23.99326856,      0.24004249,      0.23993269,      0.00010980,      5.75676936,      5.76101971,
      1.62620000,     23.99329064,      0.24004383,      0.23993291,      0.00011093,      5.75677996,      5.76105197,
      1.62640000,     23.99331293,      0.24004517,      0.23993313,      0.00011204,      5.75679066,      5.76108412,
      1.62660000,     23.99333545,      0.24004651,      0.23993335,      0.00011315,      5.75680146,      5.76111617,
      1.62680000,     23.99335820,      0.24004784,      0.23993358,      0.00011426,      5.75681238,      5.76114810,
      1.62700000,     23.99338116,      0.24004916,      0.23993381,      0.00011535,      5.75682339,      5.76117993,
      1.62720000,     23.99340434,      0.24005049,      0.23993404,      0.00011644,      5.75683452,      5.76121165,
      1.62740000,     23.99342773,      0.24005180,      0.23993428,      0.00011752,      5.75684574,      5.76124325,
      1.62760000,     23.99345135,      0.24005311,      0.23993451,      0.00011860,      5.75685708,      5.76127474,
      1.62780000,     23.99347518,      0.24005442,      0.23993475,      0.00011967,      5.75686851,      5.76130612,
      1.62800000,     23.99349922,      0.24005572,      0.23993499,      0.00012073,      5.75688005,      5.76133738,
      1.62820000,     23.99352347,      0.24005702,      0.23993523,      0.00012179,      5.75689168,      5.76136853,
      1.62840000,     23.99354793,      0.24005831,      0.23993548,      0.00012284,      5.75690342,      5.76139955,
      1.62860000,     23.99357260,      0.24005960,      0.23993573,      0.00012388,      5.75691526,      5.76143047,
      1.62880000,     23.99359748,      0.24006089,      0.23993597,      0.00012491,      5.75692720,      5.76146126,
      1.62900000,     23.99362257,      0.24006216,      0.23993623,      0.00012594,      5.75693924,      5.76149193,
      1.62920000,     23.99364785,      0.24006344,      0.23993648,      0.00012696,      5.75695137,      5.76152248,
      1.62940000,     23.99367335,      0.24006470,      0.23993673,      0.00012797,      5.75696361,      5.76155291,
      1.62960000,     23.99369904,      0.24006597,      0.23993699,      0.00012898,      5.75697594,      5.76158322,
      1.62980000,     23.99372494,      0.24006722,      0.23993725,      0.00012998,      5.75698836,      5.76161340,
      1.63000000,     23.99375103,      0.24006848,      0.23993751,      0.00013097,      5.75700089,      5.76164346,
      1.63020000,     23.99377732,      0.24006972,      0.23993777,      0.00013195,      5.75701350,      5.76167339,
      1.63040000,     23.99380381,      0.24007097,      0.23993804,      0.00013293,      5.75702621,      5.76170319,
      1.63060000,     23.99383049,      0.24007220,      0.23993830,      0.00013390,      5.75703902,      5.76173287,
      1.63080000,     23.99385737,      0.24007343,      0.23993857,      0.00013486,      5.75705191,      5.76176242,
      1.63100000,     23.99388443,      0.24007466,      0.23993884,      0.00013582,      5.75706490,      5.76179184,
      1.63120000,     23.99391169,      0.24007588,      0.23993912,      0.00013676,      5.75707798,      5.76182113,
      1.63140000,     23.99393914,      0.24007710,      0.23993939,      0.00013770,      5.75709115,      5.76185028,
      1.63160000,     23.99396677,      0.24007830,      0.23993967,      0.00013864,      5.75710441,      5.76187931,
      1.63180000,     23.99399459,      0.24007951,      0.23993995,      0.00013956,      5.75711776,      5.76190820,
      1.63200000,     23.99402260,      0.24008071,      0.23994023,      0.00014048,      5.75713120,      5.76193696,
      1.63220000,     23.99405078,      0.24008190,      0.23994051,      0.00014139,      5.75714473,      5.76196558,
      1.63240000,     23.99407915,      0.24008309,      0.23994079,      0.00014229,      5.75715834,      5.76199407,
      1.63260000,     23.99410770,      0.24008427,      0.23994108,      0.00014319,      5.75717204,      5.76202242,
      1.63280000,     23.99413643,      0.24008544,      0.23994136,      0.00014408,      5.75718583,      5.76205064,
      1.63300000,     23.99416533,      0.24008661,      0.23994165,      0.00014496,      5.75719970,      5.76207871,
      1.63320000,     23.99419441,      0.24008778,      0.23994194,      0.00014583,      5.75721365,      5.76210665,
      1.63340000,     23.99422366,      0.24008894,      0.23994224,      0.00014670,      5.75722769,      5.76213444,
      1.63360000,     23.99425309,      0.24009009,      0.23994253,      0.00014756,      5.75724181,      5.76216210,
      1.63380000,     23.99428268,      0.24009123,      0.23994283,      0.00014841,      5.75725601,      5.76218961,
      1.63400000,     23.99431245,      0.24009237,      0.23994312,      0.00014925,      5.75727030,      5.76221698,
      1.63420000,     23.99434238,      0.24009351,      0.23994342,      0.00015008,      5.75728466,      5.76224421,
      1.63440000,     23.99437248,      0.24009464,      0.23994372,      0.00015091,      5.75729911,      5.76227129,
      1.63460000,     23.99440275,      0.24009576,      0.23994403,      0.00015173,      5.75731363,      5.76229823,
      1.63480000,     23.99443317,      0.24009688,      0.23994433,      0.00015254,      5.75732823,      5.76232503,
      1.63500000,     23.99446376,      0.24009799,      0.23994464,      0.00015335,      5.75734291,      5.76235167,
      1.63520000,     23.99449451,      0.24009909,      0.23994495,      0.00015415,      5.75735767,      5.76237817,
      1.63540000,     23.99452542,      0.24010019,      0.23994525,      0.00015493,      5.75737250,      5.76240452,
      1.63560000,     23.99455649,      0.24010128,      0.23994556,      0.00015572,      5.75738741,      5.76243073,
      1.63580000,     23.99458771,      0.24010237,      0.23994588,      0.00015649,      5.75740239,      5.76245678,
      1.63600000,     23.99461908,      0.24010345,      0.23994619,      0.00015725,      5.75741745,      5.76248268,
      1.63620000,     23.99465061,      0.24010452,      0.23994651,      0.00015801,      5.75743258,      5.76250844,
      1.63640000,     23.99468229,      0.24010558,      0.23994682,      0.00015876,      5.75744778,      5.76253404,
      1.63660000,     23.99471411,      0.24010665,      0.23994714,      0.00015950,      5.75746305,      5.76255949,
      1.63680000,     23.99474609,      0.24010770,      0.23994746,      0.00016024,      5.75747840,      5.76258478,
      1.63700000,     23.99477821,      0.24010875,      0.23994778,      0.00016096,      5.75749381,      5.76260993,
      1.63720000,     23.99481048,      0.24010979,      0.23994810,      0.00016168,      5.75750930,      5.76263491,
      1.63740000,     23.99484289,      0.24011082,      0.23994843,      0.00016239,      5.75752485,      5.76265975,
      1.63760000,     23.99487544,      0.24011185,      0.23994875,      0.00016310,      5.75754047,      5.76268442,
      1.63780000,     23.99490813,      0.24011287,      0.23994908,      0.00016379,      5.75755616,      5.76270894,
      1.63800000,     23.99494095,      0.24011389,      0.23994941,      0.00016448,      5.75757191,      5.76273331,
      1.63820000,     23.99497392,      0.24011490,      0.23994974,      0.00016516,      5.75758773,      5.76275751,
      1.63840000,     23.99500702,      0.24011590,      0.23995007,      0.00016583,      5.75760362,      5.76278156,
      1.63860000,     23.99504025,      0.24011689,      0.23995040,      0.00016649,      5.75761957,      5.76280544,
      1.63880000,     23.99507362,      0.24011788,      0.23995074,      0.00016715,      5.75763558,      5.76282917,
      1.63900000,     23.99510711,      0.24011886,      0.23995107,      0.00016779,      5.75765165,      5.76285274,
      1.63920000,     23.99514074,      0.24011984,      0.23995141,      0.00016843,      5.75766779,      5.76287615,
      1.63940000,     23.99517449,      0.24012081,      0.23995174,      0.00016906,      5.75768399,      5.76289939,
      1.63960000,     23.99520836,      0.24012177,      0.23995208,      0.00016969,      5.75770024,      5.76292247,
      1.63980000,     23.99524236,      0.24012272,      0.23995242,      0.00017030,      5.75771656,      5.76294539,
      1.64000000,     23.99527648,      0.24012367,      0.23995276,      0.00017091,      5.75773294,      5.76296815,
      1.64020000,     23.99531073,      0.24012461,      0.23995311,      0.00017151,      5.75774937,      5.76299074,
