Time,Voltage,Current_L,Current_R,Current_C,Power_R,Power_Source,Power_L,Power_C,Energy_L,Energy_C
  1.02200005E+00,  2.38615523E+01,  2.40823538E-01,  2.38615523E-01,  2.20801535E-03,  5.69373678E+00,  5.77976492E+00,  5.74642345E+00,  5.26866738E-02,  2.89979883E-02,  2.84686839E-01,
  1.02300005E+00,  2.38638179E+01,  2.40960863E-01,  2.38638179E-01,  2.32268346E-03,  5.69481806E+00,  5.78306071E+00,  5.75024616E+00,  5.54280952E-02,  2.90310687E-02,  2.84740903E-01,
  1.02400005E+00,  2.38661965E+01,  2.41095865E-01,  2.38661965E-01,  2.43389969E-03,  5.69595336E+00,  5.78630076E+00,  5.75404129E+00,  5.80879283E-02,  2.90636080E-02,  2.84797668E-01,
  1.02500005E+00,  2.38686846E+01,  2.41228433E-01,  2.38686846E-01,  2.54158773E-03,  5.69714102E+00,  5.78948240E+00,  5.75780538E+00,  6.06643557E-02,  2.90955785E-02,  2.84857051E-01,
  1.02600005E+00,  2.38712785E+01,  2.41358460E-01,  2.38712785E-01,  2.64567554E-03,  5.69837937E+00,  5.79260305E+00,  5.76153502E+00,  6.31556576E-02,  2.91269532E-02,  2.84918968E-01,
  1.02700005E+00,  2.38739747E+01,  2.41485842E-01,  2.38739747E-01,  2.74609539E-03,  5.69966667E+00,  5.79566021E+00,  5.76522688E+00,  6.55602118E-02,  2.91577060E-02,  2.84983334E-01,
  1.02800005E+00,  2.38767694E+01,  2.41610478E-01,  2.38767694E-01,  2.84278386E-03,  5.70100119E+00,  5.79865148E+00,  5.76887768E+00,  6.78764947E-02,  2.91878116E-02,  2.85050059E-01,
  1.02900005E+00,  2.38796590E+01,  2.41732272E-01,  2.38796590E-01,  2.93568188E-03,  5.70238113E+00,  5.80157452E+00,  5.77248422E+00,  7.01030822E-02,  2.92172456E-02,  2.85119057E-01,
  1.03000005E+00,  2.38826395E+01,  2.41851130E-01,  2.38826395E-01,  3.02473474E-03,  5.70380470E+00,  5.80442712E+00,  5.77604335E+00,  7.22386494E-02,  2.92459845E-02,  2.85190235E-01,
  1.03100005E+00,  2.38857072E+01,  2.41966964E-01,  2.38857072E-01,  3.10989210E-03,  5.70527006E+00,  5.80720713E+00,  5.77955204E+00,  7.42819720E-02,  2.92740058E-02,  2.85263503E-01,
  1.03200005E+00,  2.38888580E+01,  2.42079688E-01,  2.38888580E-01,  3.19110799E-03,  5.70677536E+00,  5.80991251E+00,  5.78300729E+00,  7.62319256E-02,  2.93012876E-02,  2.85338768E-01,
  1.03300005E+00,  2.38920880E+01,  2.42189221E-01,  2.38920880E-01,  3.26834082E-03,  5.70831871E+00,  5.81254131E+00,  5.78640620E+00,  7.80874868E-02,  2.93278095E-02,  2.85415936E-01,
  1.03400005E+00,  2.38953933E+01,  2.42295487E-01,  2.38953933E-01,  3.34155340E-03,  5.70989822E+00,  5.81509168E+00,  5.78974596E+00,  7.98477328E-02,  2.93535514E-02,  2.85494911E-01,
  1.03500005E+00,  2.38987698E+01,  2.42398411E-01,  2.38987698E-01,  3.41071287E-03,  5.71151198E+00,  5.81756186E+00,  5.79302382E+00,  8.15118418E-02,  2.93784948E-02,  2.85575599E-01,
  1.03600005E+00,  2.39022134E+01,  2.42497925E-01,  2.39022134E-01,  3.47579076E-03,  5.71315805E+00,  5.81995019E+00,  5.79623715E+00,  8.30790925E-02,  2.94026217E-02,  2.85657903E-01,
  1.03700005E+00,  2.39057200E+01,  2.42593963E-01,  2.39057200E-01,  3.53676290E-03,  5.71483450E+00,  5.82225511E+00,  5.79938336E+00,  8.45488638E-02,  2.94259155E-02,  2.85741725E-01,
  1.03800005E+00,  2.39092855E+01,  2.42686465E-01,  2.39092855E-01,  3.59360949E-03,  5.71653935E+00,  5.82447516E+00,  5.80245999E+00,  8.59206354E-02,  2.94483601E-02,  2.85826968E-01,
  1.03900005E+00,  2.39129059E+01,  2.42775374E-01,  2.39129059E-01,  3.64631502E-03,  5.71827066E+00,  5.82660897E+00,  5.80546465E+00,  8.71939877E-02,  2.94699410E-02,  2.85913533E-01,
  1.04000005E+00,  2.39165768E+01,  2.42860636E-01,  2.39165768E-01,  3.69486827E-03,  5.72002646E+00,  5.82865527E+00,  5.80839506E+00,  8.83686007E-02,  2.94906443E-02,  2.86001323E-01,
  1.04100005E+00,  2.39202942E+01,  2.42942204E-01,  2.39202942E-01,  3.73926226E-03,  5.72180475E+00,  5.83061290E+00,  5.81124900E+00,  8.94442534E-02,  2.95104573E-02,  2.86090237E-01,
  1.04200005E+00,  2.39240539E+01,  2.43020034E-01,  2.39240539E-01,  3.77949421E-03,  5.72360357E+00,  5.83248080E+00,  5.81402439E+00,  9.04208233E-02,  2.95293683E-02,  2.86180178E-01,
  1.04300005E+00,  2.39278518E+01,  2.43094084E-01,  2.39278518E-01,  3.81556551E-03,  5.72542092E+00,  5.83425801E+00,  5.81671921E+00,  9.12982860E-02,  2.95473667E-02,  2.86271046E-01,
  1.04400005E+00,  2.39316837E+01,  2.43164318E-01,  2.39316837E-01,  3.84748166E-03,  5.72725484E+00,  5.83594364E+00,  5.81933155E+00,  9.20767141E-02,  2.95644429E-02,  2.86362742E-01,
  1.04500005E+00,  2.39355454E+01,  2.43230706E-01,  2.39355454E-01,  3.87525226E-03,  5.72910333E+00,  5.83753695E+00,  5.82185961E+00,  9.27562765E-02,  2.95805882E-02,  2.86455167E-01,
  1.04600005E+00,  2.39394328E+01,  2.43293219E-01,  2.39394328E-01,  3.89889094E-03,  5.73096443E+00,  5.83903726E+00,  5.82430167E+00,  9.33372376E-02,  2.95957952E-02,  2.86548222E-01,
  1.04700005E+00,  2.39433418E+01,  2.43351833E-01,  2.39433418E-01,  3.91841527E-03,  5.73283617E+00,  5.84044400E+00,  5.82665612E+00,  9.38199561E-02,  2.96100574E-02,  2.86641808E-01,
  1.04800005E+00,  2.39472683E+01,  2.43406530E-01,  2.39472683E-01,  3.93384678E-03,  5.73471658E+00,  5.84175671E+00,  5.82892146E+00,  9.42048841E-02,  2.96233693E-02,  2.86735829E-01,
  1.04900005E+00,  2.39512081E+01,  2.43457292E-01,  2.39512081E-01,  3.94521083E-03,  5.73660371E+00,  5.84297501E+00,  5.83109628E+00,  9.44925656E-02,  2.96357266E-02,  2.86830186E-01,
  1.05000005E+00,  2.39551573E+01,  2.43504110E-01,  2.39551573E-01,  3.95253658E-03,  5.73849564E+00,  5.84409864E+00,  5.83317927E+00,  9.46836358E-02,  2.96471258E-02,  2.86924782E-01,
  1.05100005E+00,  2.39591119E+01,  2.43546976E-01,  2.39591119E-01,  3.95585694E-03,  5.74039042E+00,  5.84512742E+00,  5.83516924E+00,  9.47788190E-02,  2.96575647E-02,  2.87019521E-01,
  1.05200005E+00,  2.39630677E+01,  2.43585886E-01,  2.39630677E-01,  3.95520845E-03,  5.74228616E+00,  5.84606126E+00,  5.83706508E+00,  9.47789280E-02,  2.96670419E-02,  2.87114308E-01,
  1.05300005E+00,  2.39670210E+01,  2.43620841E-01,  2.39670210E-01,  3.95063124E-03,  5.74418095E+00,  5.84690019E+00,  5.83886581E+00,  9.46848619E-02,  2.96755571E-02,  2.87209047E-01,
  1.05400005E+00,  2.39709677E+01,  2.43651846E-01,  2.39709677E-01,  3.94216897E-03,  5.74607293E+00,  5.84764431E+00,  5.84057053E+00,  9.44976050E-02,  2.96831110E-02,  2.87303646E-01,
  1.05500005E+00,  2.39749040E+01,  2.43678909E-01,  2.39749040E-01,  3.92986870E-03,  5.74796024E+00,  5.84829382E+00,  5.84217846E+00,  9.42182249E-02,  2.96897054E-02,  2.87398012E-01,
  1.05600005E+00,  2.39788262E+01,  2.43702043E-01,  2.39788262E-01,  3.91378086E-03,  5.74984105E+00,  5.84884902E+00,  5.84368892E+00,  9.38478709E-02,  2.96953428E-02,  2.87492053E-01,
  1.05700005E+00,  2.39827304E+01,  2.43721263E-01,  2.39827304E-01,  3.89395914E-03,  5.75171356E+00,  5.84931031E+00,  5.84510133E+00,  9.33877722E-02,  2.97000270E-02,  2.87585678E-01,
  1.05800005E+00,  2.39866129E+01,  2.43736589E-01,  2.39866129E-01,  3.87046043E-03,  5.75357597E+00,  5.84967814E+00,  5.84641521E+00,  9.28392360E-02,  2.97037625E-02,  2.87678799E-01,
  1.05900005E+00,  2.39904701E+01,  2.43748045E-01,  2.39904701E-01,  3.84334468E-03,  5.75542655E+00,  5.84995309E+00,  5.84763019E+00,  9.22036455E-02,  2.97065548E-02,  2.87771327E-01,
  1.06000005E+00,  2.39942984E+01,  2.43755659E-01,  2.39942984E-01,  3.81267486E-03,  5.75726355E+00,  5.85013581E+00,  5.84874601E+00,  9.14824583E-02,  2.97084106E-02,  2.87863177E-01,
  1.06100005E+00,  2.39980943E+01,  2.43759460E-01,  2.39980943E-01,  3.77851685E-03,  5.75908528E+00,  5.85022703E+00,  5.84976249E+00,  9.06772037E-02,  2.97093370E-02,  2.87954264E-01,
  1.06200005E+00,  2.40018543E+01,  2.43759482E-01,  2.40018543E-01,  3.74093935E-03,  5.76089009E+00,  5.85022757E+00,  5.85067957E+00,  8.97894812E-02,  2.97093426E-02,  2.88044504E-01,
  1.06300005E+00,  2.40055750E+01,  2.43755764E-01,  2.40055750E-01,  3.70001376E-03,  5.76267632E+00,  5.85013834E+00,  5.85149728E+00,  8.88209580E-02,  2.97084363E-02,  2.88133816E-01,
  1.06400005E+00,  2.40092532E+01,  2.43748346E-01,  2.40092532E-01,  3.65581412E-03,  5.76444240E+00,  5.84996031E+00,  5.85221576E+00,  8.77733670E-02,  2.97066281E-02,  2.88222120E-01,
  1.06500005E+00,  2.40128856E+01,  2.43737273E-01,  2.40128856E-01,  3.60841699E-03,  5.76618674E+00,  5.84969455E+00,  5.85283525E+00,  8.66485042E-02,  2.97039291E-02,  2.88309337E-01,
  1.06600005E+00,  2.40164690E+01,  2.43722591E-01,  2.40164690E-01,  3.55790132E-03,  5.76790784E+00,  5.84934219E+00,  5.85335606E+00,  8.54482268E-02,  2.97003508E-02,  2.88395392E-01,
  1.06700005E+00,  2.40200004E+01,  2.43704352E-01,  2.40200004E-01,  3.50434842E-03,  5.76960418E+00,  5.84890445E+00,  5.85377863E+00,  8.41744503E-02,  2.96959056E-02,  2.88480209E-01,
  1.06800005E+00,  2.40234767E+01,  2.43682609E-01,  2.40234767E-01,  3.44784178E-03,  5.77127434E+00,  5.84838262E+00,  5.85410348E+00,  8.28291467E-02,  2.96906070E-02,  2.88563717E-01,
  1.06900005E+00,  2.40268951E+01,  2.43657418E-01,  2.40268951E-01,  3.38846702E-03,  5.77291689E+00,  5.84777803E+00,  5.85433123E+00,  8.14143416E-02,  2.96844687E-02,  2.88645844E-01,
  1.07000005E+00,  2.40302527E+01,  2.43628839E-01,  2.40302527E-01,  3.32631175E-03,  5.77453046E+00,  5.84709214E+00,  5.85446257E+00,  7.99321119E-02,  2.96775056E-02,  2.88726523E-01,
  1.07100005E+00,  2.40335468E+01,  2.43596934E-01,  2.40335468E-01,  3.26146547E-03,  5.77611373E+00,  5.84632641E+00,  5.85449832E+00,  7.83845831E-02,  2.96697331E-02,  2.88805687E-01,
  1.07200005E+00,  2.40367748E+01,  2.43561767E-01,  2.40367748E-01,  3.19401948E-03,  5.77766542E+00,  5.84548242E+00,  5.85443935E+00,  7.67739269E-02,  2.96611673E-02,  2.88883271E-01,
  1.07300005E+00,  2.40399340E+01,  2.43523407E-01,  2.40399340E-01,  3.12406675E-03,  5.77918429E+00,  5.84456177E+00,  5.85428664E+00,  7.51023586E-02,  2.96518249E-02,  2.88959214E-01,
  1.07400005E+00,  2.40430221E+01,  2.43481923E-01,  2.40430221E-01,  3.05170182E-03,  5.78066913E+00,  5.84356615E+00,  5.85404126E+00,  7.33721344E-02,  2.96417234E-02,  2.89033456E-01,
  1.07500005E+00,  2.40460367E+01,  2.43437387E-01,  2.40460367E-01,  2.97702070E-03,  5.78211880E+00,  5.84249730E+00,  5.85370434E+00,  7.15855489E-02,  2.96308808E-02,  2.89105940E-01,
  1.07600005E+00,  2.40489754E+01,  2.43389875E-01,  2.40489754E-01,  2.90012072E-03,  5.78353219E+00,  5.84135700E+00,  5.85327712E+00,  6.97449320E-02,  2.96193156E-02,  2.89176609E-01,
  1.07700005E+00,  2.40518362E+01,  2.43339463E-01,  2.40518362E-01,  2.82110049E-03,  5.78490825E+00,  5.84014710E+00,  5.85276090E+00,  6.78526469E-02,  2.96070470E-02,  2.89245412E-01,
  1.07800005E+00,  2.40546170E+01,  2.43286229E-01,  2.40546170E-01,  2.74005971E-03,  5.78624597E+00,  5.83886950E+00,  5.85215705E+00,  6.59110868E-02,  2.95940947E-02,  2.89312298E-01,
  1.07900005E+00,  2.40573157E+01,  2.43230256E-01,  2.40573157E-01,  2.65709912E-03,  5.78754438E+00,  5.83752614E+00,  5.85146705E+00,  6.39226725E-02,  2.95804787E-02,  2.89377219E-01,
  1.08000005E+00,  2.40599305E+01,  2.43171626E-01,  2.40599305E-01,  2.57232037E-03,  5.78880258E+00,  5.83611902E+00,  5.85069243E+00,  6.18898495E-02,  2.95662198E-02,  2.89440129E-01,
  1.08100005E+00,  2.40624598E+01,  2.43110423E-01,  2.40624598E-01,  2.48582589E-03,  5.79001969E+00,  5.83465016E+00,  5.84983478E+00,  5.98150855E-02,  2.95513390E-02,  2.89500985E-01,
  1.08200005E+00,  2.40649017E+01,  2.43046735E-01,  2.40649017E-01,  2.39771882E-03,  5.79119492E+00,  5.83312165E+00,  5.84889579E+00,  5.77008675E-02,  2.95358578E-02,  2.89559746E-01,
  1.08300005E+00,  2.40672547E+01,  2.42980650E-01,  2.40672547E-01,  2.30810285E-03,  5.79232748E+00,  5.83153559E+00,  5.84787718E+00,  5.55496991E-02,  2.95197981E-02,  2.89616374E-01,
  1.08400005E+00,  2.40695174E+01,  2.42912256E-01,  2.40695174E-01,  2.21708216E-03,  5.79341668E+00,  5.82989415E+00,  5.84678077E+00,  5.33640977E-02,  2.95031821E-02,  2.89670834E-01,
  1.08500005E+00,  2.40716884E+01,  2.42841646E-01,  2.40716884E-01,  2.12476130E-03,  5.79446183E+00,  5.82819949E+00,  5.84560843E+00,  5.11465920E-02,  2.94860324E-02,  2.89723092E-01,
  1.08600005E+00,  2.40737665E+01,  2.42768910E-01,  2.40737665E-01,  2.03124505E-03,  5.79546234E+00,  5.82645385E+00,  5.84436206E+00,  4.88997191E-02,  2.94683719E-02,  2.89773117E-01,
  1.08700005E+00,  2.40757505E+01,  2.42694144E-01,  2.40757505E-01,  1.93663835E-03,  5.79641764E+00,  5.82465945E+00,  5.84304367E+00,  4.66260217E-02,  2.94502237E-02,  2.89820882E-01,
  1.08800005E+00,  2.40776395E+01,  2.42617441E-01,  2.40776395E-01,  1.84104617E-03,  5.79732722E+00,  5.82281858E+00,  5.84165527E+00,  4.43280459E-02,  2.94316113E-02,  2.89866361E-01,
  1.08900005E+00,  2.40794323E+01,  2.42538897E-01,  2.40794323E-01,  1.74457343E-03,  5.79819062E+00,  5.82093353E+00,  5.84019896E+00,  4.20083379E-02,  2.94125583E-02,  2.89909531E-01,
  1.09000005E+00,  2.40811284E+01,  2.42458608E-01,  2.40811284E-01,  1.64732487E-03,  5.79900743E+00,  5.81900660E+00,  5.83867687E+00,  3.96694418E-02,  2.93930884E-02,  2.89950371E-01,
  1.09100005E+00,  2.40827268E+01,  2.42376673E-01,  2.40827268E-01,  1.54940498E-03,  5.79977729E+00,  5.81704014E+00,  5.83709118E+00,  3.73138968E-02,  2.93732257E-02,  2.89988864E-01,
  1.09200005E+00,  2.40842270E+01,  2.42293188E-01,  2.40842270E-01,  1.45091785E-03,  5.80049989E+00,  5.81503650E+00,  5.83544413E+00,  3.49442349E-02,  2.93529944E-02,  2.90024995E-01,
  1.09300005E+00,  2.40856285E+01,  2.42208252E-01,  2.40856285E-01,  1.35196712E-03,  5.80117498E+00,  5.81299804E+00,  5.83373796E+00,  3.25629777E-02,  2.93324186E-02,  2.90058749E-01,
  1.09400005E+00,  2.40869308E+01,  2.42121964E-01,  2.40869308E-01,  1.25265584E-03,  5.80180235E+00,  5.81092713E+00,  5.83197498E+00,  3.01726346E-02,  2.93115227E-02,  2.90090117E-01,
  1.09500005E+00,  2.40881337E+01,  2.42034423E-01,  2.40881337E-01,  1.15308642E-03,  5.80238184E+00,  5.80882616E+00,  5.83015754E+00,  2.77756999E-02,  2.92903310E-02,  2.90119092E-01,
  1.09600005E+00,  2.40892369E+01,  2.41945730E-01,  2.40892369E-01,  1.05336049E-03,  5.80291335E+00,  5.80669751E+00,  5.82828800E+00,  2.53746504E-02,  2.92688680E-02,  2.90145668E-01,
  1.09700005E+00,  2.40902404E+01,  2.41855983E-01,  2.40902404E-01,  9.53578822E-04,  5.80339682E+00,  5.80454358E+00,  5.82636876E+00,  2.29719430E-02,  2.92471582E-02,  2.90169841E-01,
  1.09800005E+00,  2.40911441E+01,  2.41765282E-01,  2.40911441E-01,  8.53841252E-04,  5.80383223E+00,  5.80236677E+00,  5.82440225E+00,  2.05700126E-02,  2.92252258E-02,  2.90191612E-01,
  1.09900005E+00,  2.40919481E+01,  2.41673728E-01,  2.40919481E-01,  7.54246571E-04,  5.80421964E+00,  5.80016946E+00,  5.82239091E+00,  1.81712693E-02,  2.92030953E-02,  2.90210982E-01,
  1.10000005E+00,  2.40926527E+01,  2.41581419E-01,  2.40926527E-01,  6.54892450E-04,  5.80455912E+00,  5.79795406E+00,  5.82033722E+00,  1.57780963E-02,  2.91807910E-02,  2.90227956E-01,
  1.10100005E+00,  2.40932580E+01,  2.41488455E-01,  2.40932580E-01,  5.55875343E-04,  5.80485082E+00,  5.79572293E+00,  5.81824366E+00,  1.33928481E-02,  2.91583371E-02,  2.90242541E-01,
  1.10200005E+00,  2.40937646E+01,  2.41394936E-01,  2.40937646E-01,  4.57290415E-04,  5.80509490E+00,  5.79347846E+00,  5.81611275E+00,  1.10178476E-02,  2.91357575E-02,  2.90254745E-01,
  1.10300005E+00,  2.40941728E+01,  2.41300959E-01,  2.40941728E-01,  3.59231450E-04,  5.80529161E+00,  5.79122302E+00,  5.81394700E+00,  8.65538461E-03,  2.91130764E-02,  2.90264581E-01,
  1.10400005E+00,  2.40944832E+01,  2.41206623E-01,  2.40944832E-01,  2.61790776E-04,  5.80544122E+00,  5.78895895E+00,  5.81174893E+00,  6.30771347E-03,  2.90903175E-02,  2.90272061E-01,
  1.10500005E+00,  2.40946966E+01,  2.41112025E-01,  2.40946966E-01,  1.65059190E-04,  5.80554403E+00,  5.78668860E+00,  5.80952109E+00,  3.97705110E-03,  2.90675043E-02,  2.90277202E-01,
  1.10600005E+00,  2.40948136E+01,  2.41017262E-01,  2.40948136E-01,  6.91258760E-05,  5.80560043E+00,  5.78441429E+00,  5.80726600E+00,  1.66557510E-03,  2.90446603E-02,  2.90280021E-01,
  1.10700005E+00,  2.40948351E+01,  2.40922430E-01,  2.40948351E-01, -2.59216605E-05,  5.80561080E+00,  5.78213831E+00,  5.80498622E+00, -6.24578136E-04,  2.90218086E-02,  2.90280540E-01,
  1.10800005E+00,  2.40947621E+01,  2.40827623E-01,  2.40947621E-01, -1.19997667E-04,  5.80557560E+00,  5.77986296E+00,  5.80268428E+00, -2.89131525E-03,  2.89989720E-02,  2.90278780E-01,
  1.10900005E+00,  2.40945955E+01,  2.40732937E-01,  2.40945955E-01, -2.13018212E-04,  5.80549532E+00,  5.77759048E+00,  5.80036273E+00, -5.13258765E-03,  2.89761734E-02,  2.90274766E-01,
  1.11000005E+00,  2.40943364E+01,  2.40638463E-01,  2.40943364E-01, -3.04901247E-04,  5.80537048E+00,  5.77532311E+00,  5.79802409E+00, -7.34639322E-03,  2.89534349E-02,  2.90268524E-01,
  1.11100005E+00,  2.40939861E+01,  2.40544294E-01,  2.40939861E-01, -3.95566673E-04,  5.80520166E+00,  5.77306306E+00,  5.79567088E+00, -9.53077791E-03,  2.89307787E-02,  2.90260083E-01,
  1.11200005E+00,  2.40935457E+01,  2.40450521E-01,  2.40935457E-01, -4.84936399E-04,  5.80498946E+00,  5.77081250E+00,  5.79330562E+00, -1.16838373E-02,  2.89082265E-02,  2.90249473E-01,
  1.11300005E+00,  2.40930167E+01,  2.40357232E-01,  2.40930167E-01, -5.72934402E-04,  5.80473453E+00,  5.76857358E+00,  5.79093081E+00, -1.38037181E-02,  2.88857996E-02,  2.90236726E-01,
  1.11400005E+00,  2.40924003E+01,  2.40264517E-01,  2.40924003E-01, -6.59486777E-04,  5.80443754E+00,  5.76634840E+00,  5.78854892E+00, -1.58886194E-02,  2.88635190E-02,  2.90221877E-01,
  1.11500005E+00,  2.40916982E+01,  2.40172460E-01,  2.40916982E-01, -7.44521795E-04,  5.80409923E+00,  5.76413905E+00,  5.78616243E+00, -1.79367944E-02,  2.88414053E-02,  2.90204961E-01,
  1.11600005E+00,  2.40909118E+01,  2.40081148E-01,  2.40909118E-01, -8.27969949E-04,  5.80372033E+00,  5.76194756E+00,  5.78377378E+00, -1.99465510E-02,  2.88194789E-02,  2.90186016E-01,
  1.11700005E+00,  2.40900428E+01,  2.39990664E-01,  2.40900428E-01, -9.09764005E-04,  5.80330163E+00,  5.75977594E+00,  5.78138538E+00, -2.19162538E-02,  2.87977594E-02,  2.90165082E-01,
  1.11800005E+00,  2.40890929E+01,  2.39901090E-01,  2.40890929E-01, -9.89839040E-04,  5.80284395E+00,  5.75762615E+00,  5.77899963E+00, -2.38443246E-02,  2.87762664E-02,  2.90142198E-01,
  1.11900005E+00,  2.40880637E+01,  2.39812505E-01,  2.40880637E-01, -1.06813249E-03,  5.80234815E+00,  5.75550012E+00,  5.77661890E+00, -2.57292435E-02,  2.87550187E-02,  2.90117407E-01,
  1.12000005E+00,  2.40869572E+01,  2.39724988E-01,  2.40869572E-01, -1.14458419E-03,  5.80181508E+00,  5.75339971E+00,  5.77424553E+00, -2.75695504E-02,  2.87340349E-02,  2.90090754E-01,
  1.12100005E+00,  2.40857752E+01,  2.39638616E-01,  2.40857752E-01, -1.21913639E-03,  5.80124567E+00,  5.75132677E+00,  5.77188183E+00, -2.93638451E-02,  2.87133330E-02,  2.90062284E-01,
  1.12200005E+00,  2.40845196E+01,  2.39553462E-01,  2.40845196E-01, -1.29173383E-03,  5.80064084E+00,  5.74928309E+00,  5.76953006E+00, -3.11107888E-02,  2.86929306E-02,  2.90032042E-01,
  1.12300005E+00,  2.40831924E+01,  2.39469600E-01,  2.40831924E-01, -1.36232372E-03,  5.80000156E+00,  5.74727041E+00,  5.76719246E+00, -3.28091044E-02,  2.86728447E-02,  2.90000078E-01,
  1.12400005E+00,  2.40817956E+01,  2.39387101E-01,  2.40817956E-01, -1.43085582E-03,  5.79932881E+00,  5.74529041E+00,  5.76487124E+00, -3.44575774E-02,  2.86530920E-02,  2.89966441E-01,
  1.12500005E+00,  2.40803314E+01,  2.39306032E-01,  2.40803314E-01, -1.49728240E-03,  5.79862360E+00,  5.74334476E+00,  5.76256854E+00, -3.60550564E-02,  2.86336884E-02,  2.89931180E-01,
  1.12600005E+00,  2.40788018E+01,  2.39226460E-01,  2.40788018E-01, -1.56155833E-03,  5.79788696E+00,  5.74143503E+00,  5.76028650E+00, -3.76004536E-02,  2.86146495E-02,  2.89894348E-01,
  1.12700005E+00,  2.40772090E+01,  2.39148449E-01,  2.40772090E-01, -1.62364107E-03,  5.79711994E+00,  5.73956278E+00,  5.75802719E+00, -3.90927454E-02,  2.85959903E-02,  2.89855997E-01,
  1.12800005E+00,  2.40755553E+01,  2.39072062E-01,  2.40755553E-01, -1.68349059E-03,  5.79632361E+00,  5.73772949E+00,  5.75579264E+00, -4.05309707E-02,  2.85777254E-02,  2.89816180E-01,
  1.12900005E+00,  2.40738428E+01,  2.38997358E-01,  2.40738428E-01, -1.74106957E-03,  5.79549906E+00,  5.73593660E+00,  5.75358483E+00, -4.19142351E-02,  2.85598686E-02,  2.89774953E-01,
  1.13000005E+00,  2.40720739E+01,  2.38924395E-01,  2.40720739E-01, -1.79634334E-03,  5.79464741E+00,  5.73418549E+00,  5.75140570E+00, -4.32417095E-02,  2.85424334E-02,  2.89732370E-01,
  1.13100005E+00,  2.40702509E+01,  2.38853229E-01,  2.40702509E-01, -1.84927985E-03,  5.79376977E+00,  5.73247749E+00,  5.74925714E+00, -4.45126300E-02,  2.85254325E-02,  2.89688488E-01,
  1.13200005E+00,  2.40683761E+01,  2.38783911E-01,  2.40683761E-01, -1.89984973E-03,  5.79286728E+00,  5.73081387E+00,  5.74714098E+00, -4.57262977E-02,  2.85088781E-02,  2.89643364E-01,
  1.13300005E+00,  2.40664520E+01,  2.38716493E-01,  2.40664520E-01, -1.94802620E-03,  5.79194110E+00,  5.72919584E+00,  5.74505902E+00, -4.68820789E-02,  2.84927821E-02,  2.89597055E-01,
  1.13400005E+00,  2.40644808E+01,  2.38651023E-01,  2.40644808E-01, -1.99378515E-03,  5.79099239E+00,  5.72762456E+00,  5.74301298E+00, -4.79794047E-02,  2.84771555E-02,  2.89549619E-01,
  1.13500005E+00,  2.40624652E+01,  2.38587547E-01,  2.40624652E-01, -2.03710513E-03,  5.79002231E+00,  5.72610112E+00,  5.74100454E+00, -4.90177713E-02,  2.84620088E-02,  2.89501116E-01,
  1.13600005E+00,  2.40604075E+01,  2.38526107E-01,  2.40604075E-01, -2.07796730E-03,  5.78903207E+00,  5.72462657E+00,  5.73903533E+00, -4.99967399E-02,  2.84473519E-02,  2.89451603E-01,
